,Incident Name,County,Administrative Unit,Acres Burned,Crews Involved,Dozers,Engines,Fatalities,Helicopters,Injuries,Personnel Involved,Structures Damaged,Structures Destroyed,Structures Threatened,Water Tenders,Fire Started,Fire Extinguished,Longitude,Latitude,Incident ID
1212,Shady Fire,Riverside,CAL FIRE/Riverside County Fire Department,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-18T22:53:00Z,2019-05-24T14:23:00Z,-116.172534,33.650237,e98603d2-f44e-4a9e-b83d-5e9f94766b53
1213,Paskenta Fire,Tehama,CAL FIRE Tehama-Glenn Unit,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T10:57:00Z,2019-05-24T14:23:00Z,-122.30737,39.98097,aed86291-4631-4d79-ba5f-6b2c8ca399c9
1214,Foothill Fire,Riverside,CAL FIRE / Riverside County Fire,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-20T13:50:00Z,2019-05-24T14:23:00Z,-117.18194,33.81678,9d7c5ad0-6682-430a-b4d1-d39cfea73a29
1215,Belmont Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-29T17:10:00Z,2019-06-03T08:44:00Z,-119.96498,35.30759,e2d77e59-b831-4267-a50b-89ede499a885
1216,Hill Fire,Fresno,CAL FIRE / Fresno County Fire,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-29T17:18:00Z,2019-06-05T15:07:00Z,-119.3046,36.66909,72cb3684-c194-4180-bdfe-22775f86a594
1217,66 Fire,Riverside,Bureau of Indian Affairs,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-29T21:06:00Z,2019-06-24T11:46:00Z,-116.1466,33.57039,b4616173-5807-4c04-a416-5374139f3fcc
1218,Diversion Fire,Riverside,CAL FIRE/ Riverside County Fire,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-30T12:41:00Z,2019-06-03T08:48:00Z,-114.57265,33.69078,e354cde8-d0e6-4150-9f6b-1c12045e77d0
1219,Canyon Fire,Santa Clara,CAL FIRE Santa Clara Unit,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-30T16:19:00Z,2019-06-11T14:40:00Z,-121.22093,37.45899,329ac0b8-a2c1-4a72-bd09-dd86c477162b
1220,Spruce Fire,Tulare,CAL FIRE Tulare Unit,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-01T15:49:00Z,2019-06-11T14:48:00Z,-119.10974,36.28001,812a492e-35cb-4bb0-9e5a-1ec181d8b97e
1221,Citrus Fire,Tulare,CAL FIRE Tulare Unit,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-02T16:12:00Z,2019-06-11T14:48:00Z,-118.99229,36.18479,11e0324e-e8ff-4591-b592-9e704ade60d6
1222,Bear Fire,Tulare,CAL FIRE Tulare Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-03T12:18:00Z,2019-06-11T14:48:00Z,-118.80582,36.14246,e1f34f39-beea-4a6d-9ba6-64b6b55ff567
1223,Yokohl Fire,Tulare,CAL FIRE Tulare Unit,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-03T12:18:00Z,2019-06-04T16:03:00Z,-118.85712,36.23012,db2a5b4c-260b-4888-aeb3-663b8bf41106
1224,Boulder Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,1075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-05T10:49:00Z,2019-06-11T14:49:00Z,-119.913717,35.343761,107dd529-31b8-4b5f-ab09-4aa79c770d4b
1225,Willow Fire,Contra Costa,CAL FIRE Santa Clara Unit,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-06T14:24:00Z,2019-06-11T14:47:00Z,-121.9763,38.02503,2e71d51a-49f1-4e86-82e2-054637efd1a5
1226,Nelson Fire ,Solano,City of Fairfield,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-07T12:59:00Z,2019-06-17T08:49:00Z,-122.12214,38.21416,b433dceb-f5b4-4b46-8eb3-2aae9fc2d45a
1227,Watt Fire,Placer,CAL FIRE Nevada-Yuba-Placer Unit ,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-07T12:59:00Z,2019-06-11T14:50:00Z,-121.39259,38.75263,24997ef5-a558-4ea6-8a96-b3cdff79fe2b
1228,Stuhr Fire,Stanislaus,CAL FIRE Santa Clara Unit,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-07T16:55:00Z,2019-06-11T17:14:00Z,-121.09375,37.25988,8edf51ea-1e4f-4e73-8e04-e168417ed39b
1229,Levee Fire,Yuba,City of Marysville,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08T13:07:00Z,2019-06-17T08:34:00Z,-121.56363,39.15641,3fd43a39-4e82-4b7e-a642-be86b5c73522
1230,Ink Fire,Napa,CAL FIRE Sonoma-Lake-Napa Unit,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08T14:37:00Z,2019-06-17T08:46:00Z,-122.47282,38.63047,78c1dacb-653a-42fe-b025-ab80ec4996bd
1231,West Butte Fire,Sutter,Sutter County Fire Department,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-08T14:37:00Z,2019-06-17T15:16:00Z,-121.85906,39.28926,23cee99c-662f-4409-80d0-b9eb3a6287b3
1232,Sand Fire,Yolo,CAL FIRE Sonoma-Lake-Napa Unit,2220.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2019-06-08T14:50:00Z,2019-06-17T10:40:00Z,-122.23922,38.88978,1760d7f8-57a2-4a04-b7e5-0861cc0ee963
1233,Malech Fire,Santa Clara,CAL FIRE Santa Clara Unit,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-09T14:29:00Z,2019-06-11T17:17:00Z,-121.70768,37.21638,6f509c42-9d2b-45df-b705-02dcb9147dde
1234,Bitter Fire ,San Luis Obispo,CAL FIRE San Luis Obispo Unit,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-10T11:55:00Z,2019-06-11T17:18:00Z,-120.11738,35.57376,e1e4dad4-7ea6-48ec-b34d-3128cf55cc43
1235,Pauma Fire,San Diego,CAL FIRE / San Diego County Fire,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-10T14:25:00Z,2019-06-24T11:44:00Z,-116.97772,33.30267,77671ac0-0868-4cc9-a699-26f0131cd493
1236,Calaveras Fire ,Santa Clara,CAL FIRE Santa Clara Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-10T15:16:00Z,2019-06-17T08:46:00Z,-121.84082,37.44422,0cd5a369-2f91-4786-9df1-98ece3e9e78c
1237,Springs Fire,Tulare,CAL FIRE Tulare Unit ,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-10T17:51:00Z,2019-06-11T17:18:00Z,-118.94106,35.89593,b671965d-2369-4107-98fe-432eab6ffdc0
1238,McMillan Fire,San Luis Obispo,CAL FIRE San Luis Obispo County ,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-12T12:48:00Z,2019-06-24T10:25:00Z,-120.41128,35.66318,88a285bc-0dc7-4c51-a35a-5026850b0a6d
1239,Ardo Fire,Monterey,CAL FIRE San Benito - Monterey Unit,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-12T17:23:00Z,2019-06-17T08:46:00Z,-120.88241,35.97059,20ccd7ec-de69-4967-9877-db5e143fe99a
1240,Rocky Fire,Siskiyou,CAL FIRE Siskiyou,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-14T16:14:00Z,2019-06-17T10:39:00Z,-122.35962,41.64895,45cad03f-97e7-4301-92e2-e63a0040913a
1241,32 Fire,Butte,CAL FIRE Chico Butte Unit,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-15T15:29:00Z,2019-06-24T11:06:00Z,-121.73659,39.76242,921a69d2-ddde-4fd8-a874-f5ba15a4edd2
1242,IronGate Fire,Siskiyou,CAL FIRE Siskiyou Unit,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-16T20:33:00Z,2019-06-21T14:23:00Z,-122.40157,41.94622,fe63d965-9069-4a96-b9da-99d5fefdaa19
1243,Lumgrey Fire,Siskiyou,USFS Klamath National Forest,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-17T17:50:00Z,2019-06-24T16:56:00Z,-121.85906,39.28926,48d3b3c4-fcf5-47d9-920f-3b3c1b0f6fb1
1244,Weisgarber Fire,San Diego,Camp Pendleton,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-20T14:56:00Z,2019-06-21T14:22:00Z,-117.29665,33.39684,779c4b9a-19bf-487f-ba65-6589aea27420
1245,Jerry Fire,Riverside,CAL FIRE/Riverside County Fire Department,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-21T13:02:00Z,2019-06-24T11:43:00Z,-117.103765,33.919507,8c666963-1f9d-43c6-bc3a-cab623d81f27
1246,Mountain Fire,Alameda,Alameda County Fire,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-21T14:42:00Z,2019-06-24T11:06:00Z,-121.57382,37.75427,bc5d73ab-3100-4117-9978-a99b8e3daf5c
1247,Paskenta Fire,Tehama,CAL FIRE Tehama - Glenn Unit,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-22T03:12:00Z,2019-06-24T11:43:00Z,-122.48277,39.97083,50328016-5e03-4e90-bff0-95d36942728f
1248,Scott Fire,Yuba,CAL FIRE Nevada-Yuba-Placer Unit,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-24T11:57:00Z,2019-06-24T18:30:00Z,-121.32399,39.24678,937f9f26-8d23-4ee7-a0f3-61313dcc63f3
1249,Rock Fire,Stanislaus,CAL FIRE ,2420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-25T08:54:24Z,2019-06-27T19:06:00Z,-121.28312,37.46577,4edb5c7c-08d6-4ae0-b8b3-7bb471e26d8e
1250,Lonoak Fire,Monterey,CAL FIRE San Benito-Monterey Unit,2546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-25T09:18:22Z,2019-06-26T18:02:00Z,-120.94771,36.28426,35ba5eb8-520f-4660-af60-9e0e00e7b42b
1251,Scott Fire,Yuba,CAL FIRE Nevada-Yuba-Placer Unit,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-25T13:51:09Z,2019-06-25T13:50:00Z,-121.32399,39.24678,31cbc968-6d9d-412b-8bc3-6846ca398fe2
1252,Trinity Fire,Shasta,CAL FIRE Shasta-Trinity Unit,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-26T15:35:00Z,2019-06-26T06:00:00Z,-122.66779,40.41404,2f3e47bb-8595-4c9f-bfa6-6fd76e465c12
1253,Mines Fire,Santa Clara,CAL FIRE Santa Clara Unit,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-26T18:06:54Z,2019-06-27T08:48:00Z,-121.534827,37.494136,7a0029c7-64c8-442d-8c7a-080a553e2b8e
1254,Dyer Fire,Placer,CAL FIRE Nevada-Yuba-Placer Unit,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-26T22:43:07Z,2019-06-27T08:26:00Z,-121.39419,38.73817,ac723863-413e-43f8-b4b6-2311e81e36ae
1255,Nuevo Fire,Riverside,CAL FIRE/Riverside County Fire Department,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-27T16:14:25Z,2019-06-27T17:36:00Z,-117.15738,33.80493,c6e38284-336a-4435-a3a1-b2b91ee84a91
1256,Long Fire,Nevada,CAL FIRE Nevada-Yuba-Placer Unit ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-28T15:03:04Z,2019-06-28T17:33:00Z,-121.00055556,39.40972222,b38c0563-b321-431b-9174-6336c5a0d449
1257,Otay Fire,San Diego,CAL FIRE San Diego County Fire Unit,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29T11:11:55Z,2019-06-30T16:50:00Z,-116.91416667,32.62305556,c51a2db5-6d0b-4b4a-8692-a6d73714829f
1258,Wolf Fire ,Riverside,CAL FIRE / Riverside County Fire,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29T12:54:13Z,2019-06-30T15:51:00Z,-116.980528,33.911,24d9c2ae-8b11-4536-9b9c-5f4e0d476af0
1259,Merced Fire ,Merced,CAL FIRE Madera- Mariposa- Merced Unit ,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29T15:09:52Z,2019-07-02T15:51:00Z,-120.242411,37.312877,cc06431a-5153-4f66-8ada-07af53c175c3
1260,Mayberry Fire ,Butte,CAL FIRE Butte County Fire Unit ,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-29T22:07:59Z,2019-06-29T18:20:00Z,-121.23431,39.32889,42e2b6f0-2d63-4fbf-bbb4-4fc2eda4805d
1261,Coyote Fire,Santa Clara,San Jose Fire,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-02T16:10:02Z,2019-07-02T18:32:00Z,-121.694968,37.18904,be4489fb-f51f-4109-8132-c7a28e0d9995
1262,Hollow Fire,San Joaquin,CAL FIRE Santa Clara Unit,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-03T15:34:12Z,2019-07-05T07:50:00Z,-121.538382,37.63206,89db8bb4-6e3b-4de7-b7d9-287c1a9032c0
1263,Bikeway Fire,Alameda,CAL FIRE Santa Clara Unit,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-05T09:46:01Z,2019-07-05T03:20:00Z,-121.3697,37.469,65e8fbe1-5300-4c90-9f48-0e7bfe55b1bc
1264,Fellow Fire,Contra Costa,CAL FIRE Santa Clara Unit,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-05T13:33:56Z,2019-07-05T14:58:00Z,-122.16201,37.99837,bc3e7037-5022-4e6a-8a1f-925c7e9aafc8
1265,Ranch Fire,Shasta,CAL FIRE Shasta-Trinity Unit,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-05T14:46:33Z,2019-07-06T20:03:00Z,-122.767256,40.41741,65330473-c21f-446b-a6f4-7bd76bf0ebdc
1266,Snowstorm Fire,Lassen,Susanville Bureau of Land Management,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-05T16:37:04Z,2019-07-06T07:49:00Z,-120.392768,40.679318,0f965f2f-3977-4ba5-bf7c-29feef27ee82
1267,Far Fire,Yuba,CAL FIRE Nevada-Yuba-Placer Unit,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-06T20:21:25Z,2019-07-09 10:44:58+00:00,-121.35014,39.06066,2d3b577c-7b58-4ee3-9e21-cbec5abd8ce4
1268,Lake Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-08T15:30:14Z,2019-07-12 00:27:23+00:00,-120.296551,37.524378,6be8378d-9a89-40a3-bc66-4fc0ab22ebc2
1269,Gillis Fire,San Luis Obispo,CAL FIRE San Luis Obispo Unit,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-08T16:44:08Z,2019-07-09T18:22:00Z,-120.2691666,35.6311111,1fd11e53-a132-4b89-bc8f-f7061f685ad3
1270,Sargent Fire,Monterey,CAL FIRE San Benito-Monterey Unit,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-09T21:43:36Z,2019-07-10T16:04:00Z,-120.8092,35.95191,f32eaf92-82dc-4c31-8a05-76c21845f078
1271,Gibbel Fire ,Riverside,CAL FIRE Riverside County Fire Department ,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-11T16:27:17Z,2019-07-11T08:26:00Z,-116.953889,33.69055556,6564081d-5ce7-4330-8ad7-2d1d976d778a
1272,Border Fire,San Diego,CAL FIRE San Diego County Fire ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-12T13:20:39Z,2019-07-15T17:10:00Z,-116.7525,32.566389,8c46fde6-7a1c-482b-97cc-afff1bc5d27c
1273,Lincoln Fire,Riverside,CAL FIRE Riverside Unit,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-12T17:15:31Z,2019-07-17T10:00:00Z,-116.07896,33.56938,6311a921-f8e9-45c1-b10d-fee8be8dae29
1274,Mid Fire,Alameda,CAL FIRE SCU,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-12T18:40:09Z,2019-07-12T19:20:00Z,-121.586846,37.093243,3fc9ae75-8844-43a5-8330-6956cdb6e3a7
1275,Horse Fire,Shasta,CAL FIRE Shasta-Trinity Unit,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-12T19:08:54Z,2019-07-15 09:32:27+00:00,-122.435492,40.463936,ab6d9c8e-5fbb-4a0d-a206-30e83ab51877
1276,Orange fire,Riverside,CAL FIRE / Riverside County Fire,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-13T10:36:00Z,2019-07-13T15:13:00Z,-117.1228851,33.8128372,777caabb-3850-4db2-ba02-2d95fda38db6
1277,Jasper Fire,State of Nevada,CAL FIRE NEU,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-13T18:42:22Z,2019-07-16T08:50:00Z,-119.769881,39.631945,3086ac2b-bbb3-4321-81e3-3cfdb9e571e9
1278,South Fire ,Ventura,CAL FIRE San Luis Obispo ,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14T11:45:00Z,2019-07-15T14:10:00Z,-118.96,34.366111,c1574fd4-92ca-400f-84cb-b10f18ebb4bd
1279,Doyle Fire,Lassen,Bureau of Land Management,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-14T14:02:31Z,2019-07-16T09:00:00Z,-120.158273,40.072739,0ab090de-1ec9-41db-b6cf-c7acd370626a
1280,Milton Fire ,Stanislaus,CAL FIRE Tuolumne-Calaveras Unit ,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-15T10:49:00Z,2019-07-16T06:48:00Z,-120.84372,37.944751,a03c52ec-7366-43c5-965e-52e2b73df452
1281,Aborn Fire,Santa Clara,CAL FIRE Santa Clara Unit ,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-15T11:12:00Z,2019-07-15T18:19:00Z,-121.76444444,37.32555556,42dab7c3-458f-4838-b70f-d5bb3d0f0b80
1282,Madera Fire ,Madera,CAL FIRE Madera-Mariposa-Merced Unit,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-15T18:19:31Z,2019-07-16T06:49:00Z,-119.934167,37.016944,f2629bc3-1c8c-4a97-95fa-7d08566dc246
1283,Meadow Fire,Riverside,CAL FIRE / Riverside County Fire,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-16T13:45:43Z,2019-07-17T21:29:00Z,-116.7884,33.514658,72384606-035c-4d00-8887-84a9da7d0e57
1284,Whiskey Fire,San Joaquin,CAL FIRE Santa Clara Unit,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-16T18:44:15Z,2019-07-20 03:41:24+00:00,-121.468074,37.962557,12528e0f-03e0-4598-8df0-e3017fa7382a
1285,Goose 2 Fire,Modoc,Modoc National Forest,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-17T16:13:41Z,2019-07-20T09:05:00Z,-120.306,41.909,d5ebf295-49d5-4a6a-ae13-47a921355e19
1286,Vista Fire,San Diego,CAL FIRE / San Diego County Fire,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-17T17:42:04Z,2019-07-18T15:58:00Z,-116.839743,32.794768,06fa2750-afea-4f88-b1c4-48b9bc21f4eb
1287,Rains Fire,Stanislaus,CAL FIRE Santa Clara Unit,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-18T09:07:57Z,2019-07-18T10:29:00Z,-121.371276,37.420988,900997e0-f30a-48bf-9358-971ca2afa1d6
1288,Whiskey Fire,Calaveras,CAL FIRE Tuolumne-Calaveras Unit,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-18T18:31:00Z,2019-07-20T08:56:00Z,-120.78068,38.115224,17596a7a-31fc-4270-8aaf-efe1df3ba848
1289,Valley Fire,Mariposa,CAL FIRE Madera-Mariposa-Merced Unit,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-21T12:01:40Z,2019-07-24 20:58:49+00:00,-120.027731,37.241427,f8a2fd4a-286e-4688-8a5c-fa2ad98751ab
1290,Tejon Fire,Kern,Kern County Fire Department,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-21T15:30:17Z,2019-07-25 00:27:26+00:00,-118.9183333,34.9008333,49dbe286-1cfe-4e03-a872-13185aae767a
1291,Canyon Fire,Napa,CAL FIRE Sonoma-Lake-Napa Unit,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-22T15:05:34Z,2019-07-26 00:02:43+00:00,-122.143942,38.481258,26676376-4e61-4d68-a28f-5fd8b4501acd
1292,Milpas Fire,San Bernardino,CAL FIRE San Bernardino Unit,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-22T19:45:27Z,2019-07-26 04:42:36+00:00,-117.10318,34.42386,9e6b72f0-5f8a-41fe-a60d-40d7bc2f5637
1293,Moms Fire ,Butte,CAL FIRE Butte County Fire Department ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-23T14:41:00Z,2019-07-26 05:04:33+00:00,-121.579738,39.423833,7955a367-99da-4047-9f69-cc60ad3208e6
1294,Marshview Fire,Solano,CAL FIRE Sonoma Lake Napa Unit,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-24T12:28:45Z,2019-07-27 21:25:54+00:00,-122.118889,38.158333,f0577ec6-5504-4460-83ce-d9bd91624e0a
1295,Sweigert Fire ,Santa Clara,CAL FIRE Santa Clara Unit ,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-24T20:01:44Z,2019-07-28 04:58:53+00:00,-121.807258,37.433192,a8c2bf1e-bb0f-4eec-a435-36d7723dfda6
1296,Thompson Fire ,San Luis Obispo,CAL FIRE San Luis Obispo Unit,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-24T20:09:59Z,2019-07-28 05:07:08+00:00,-120.435278,35.004722,63b69be6-bd39-4bb4-aee1-7b59dbf7c360
1297,Tree Fire,Siskiyou,Klamath National Forest,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-27T10:15:00Z,2019-07-30 19:12:09+00:00,-122.656569,41.834366,4ba68199-b45d-49da-91e8-bee9921b621b
1298,Community Fire,Siskiyou,Klamath National Forest,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-27T10:15:00Z,2019-07-30 00:38:33+00:00,-122.845,41.838,ee681e0b-54a3-48ad-900c-8037eeb88159
1299,Usal Fire,Mendocino,CAL FIRE Mendocino Unit,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-27T23:36:00Z,2019-07-31 08:33:09+00:00,-123.846013,39.831762,5edb4ec4-615c-45fb-a236-9a4225eedaff
1300,Star Fire,San Bernardino,City of Chino ,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-28T13:20:11Z,2019-07-31 22:17:20+00:00,-117.769766,33.997528,d79e71f2-d827-465d-95a8-d80b6e54456e
1301,Tucker Fire,Modoc,Modoc National Forest,14217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-28T15:58:00Z,2019-08-11T12:16:00Z,-121.260305,41.79591,2939928b-0308-4d76-b232-246f064ddd11
1302,Dehesa Fire,San Diego,CAL FIRE San Diego Unit,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-28T19:51:55Z,2019-08-01 04:49:04+00:00,-116.796032,32.767649,5a633180-7b70-4fb6-b859-b5826775b5fc
1303,Range Fire,Santa Barbara,Los Padres National Forest,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-28T22:39:05Z,2019-08-05T12:27:00Z,-119.94974,34.665699,bc2edb86-fb4b-4dba-a9e0-5339f27d9bce
